"Year","Quarter","Group","Unit","Inflation Deflator","Adult Population","Working Age Population","Household Population","Real Total Factor Income","Real Factor Income Share","Real Factor Income Per Unit Growth","Real Factor Income Per Unit"
"2015","3","Bottom 50%","Households","0.8016279533333334","119911208.63685898","96016035.80727458","90101874.58485566","1503389439418.6472","0.07606343134735839","-0.011708708625239695","16685.440190290305"
"2015","4","Bottom 50%","Households","0.8015515999999999","120165683.57506067","96076912.2059611","90307387.93720102","1520033225366.5508","0.07684864951732638","-0.003041455142820979","16831.77046847561"
"2016","1","Bottom 50%","Households","0.8009102533333333","120456212.8613249","96161409.14901726","90591190.42526942","1535290106909.3503","0.07711254388919733","0.003810616891599494","16947.454820961244"
"2016","2","Bottom 50%","Households","0.8065680466666666","120762361.89198585","96255927.9898565","90912244.9467864","1524000694613.3262","0.07701779802724218","-0.007089547327056777","16763.426043492473"
"2016","3","Bottom 50%","Households","0.8088052266666667","121012335.36886704","96305916.34288359","91190860.79024573","1548619693348.5938","0.07776585281158195","0.00586746825858043","16982.180888835766"
"2016","4","Bottom 50%","Households","0.8130657500000001","121237019.8896715","96336109.80203204","91450219.21054494","1554241142032.3376","0.0774320120319911","0.006655683714051861","16995.488424735468"
"2017","1","Bottom 50%","Households","0.8172728600000001","121504828.41882712","96401395.9235337","91394778.44097082","1570771679811.4724","0.07788871513827365","0.017979372959795653","17186.667625940878"
"2017","2","Bottom 50%","Households","0.8198154333333334","121785941.15385346","96477397.05330057","91175283.41326137","1602842210756.6672","0.07896585421041523","0.041264228564974983","17579.788630780775"
"2017","3","Bottom 50%","Households","0.82393084","122002265.84204935","96501939.29216158","90906893.14116721","1626250496732.0398","0.07954086625992397","0.059590184758198605","17889.187943170306"
"2017","4","Bottom 50%","Households","0.82960395","122198362.92482984","96510432.7537442","90623289.6764671","1655606015947.7004","0.08018615365761567","0.08209271304879535","18269.10082229806"
"2018","1","Bottom 50%","Households","0.83469667","122441849.73428185","96558257.30145298","90664268.37629394","1671579480721.5793","0.08031688313282621","0.0920390536584958","18437.026081585285"
"2018","2","Bottom 50%","Households","0.8418586833333334","122692099.49549691","96612447.93301164","90854991.72344773","1668438809692.7966","0.08008995589804463","0.08769915261687927","18363.7550127277"
"2018","3","Bottom 50%","Households","0.8446913933333334","122888003.87077855","96623996.25239207","91005465.8798045","1687857991401.6375","0.0801008930730691","0.09853962527743249","18546.776010474758"
"2018","4","Bottom 50%","Households","0.8485319800000001","123071571.24795906","96626056.0893005","91146795.76600443","1704965095899.922","0.08051661708166499","0.10795312468858327","18705.705248015238"
"2019","1","Bottom 50%","Households","0.8518151433333333","123329294.58191882","96676518.84780101","91242486.12119557","1723414894901.47","0.08104247938341472","0.1187679897511022","18888.29390961895"
"2019","2","Bottom 50%","Households","0.8565643000000001","123637279.17196183","96761385.8997709","91325058.09569162","1735135318062.0627","0.08141074413130157","0.12535797385300568","18999.553400162797"
"2019","3","Bottom 50%","Households","0.8593589466666667","123879050.39062083","96794438.01013859","91358726.06209458","1750679157373.4238","0.08189972310970414","0.1350208153583398","19162.692310130555"
"2019","4","Bottom 50%","Households","0.8625122899999998","124030262.15322705","96756923.00163637","91325786.58302206","1780021572006.8145","0.08260945540469403","0.15446067521210152","19490.897791377247"
"2020","1","Bottom 50%","Households","0.8659863866666666","124113623.91019787","96665049.8203277","91244327.99584453","1789898466784.9294","0.08324845732777318","0.16190285520834166","19616.545007229877"
"2020","2","Bottom 50%","Households","0.86274135","124180024.86056416","96559543.55188094","91151380.45771508","1436722030611.736","0.07505920429982656","-0.06640868938418762","15761.933866467642"
"2020","3","Bottom 50%","Households","0.8702087566666666","124244673.04460256","96453128.73278157","91057556.02659148","1590491477200.7263","0.07784154780985074","0.03457661211356225","17466.880801591644"
"2020","4","Bottom 50%","Households","0.8757138433333335","124309560.82916321","96347381.63539235","90964341.54806556","1725997178247.7375","0.08084434627141066","0.1238703171061404","18974.437113203538"
"2021","1","Bottom 50%","Households","0.8866171266666667","124288595.79315777","96189111.24371238","90986769.20983748","1715073524696.6755","0.0797693656263959","0.11648218712729587","18849.702430265454"
"2021","2","Bottom 50%","Households","0.9003759800000001","124348619.68918729","96100554.91427177","91157441.87441403","1697793033307.638","0.07859516497294018","0.10316358591875911","18624.8428915618"
"2021","3","Bottom 50%","Households","0.9140432866666667","124472537.02821894","96061461.55055638","91374874.59396441","1714449200848.2383","0.07841618742542819","0.11133534642546607","18762.807702517854"
"2021","4","Bottom 50%","Households","0.92928344","124586974.17754002","96015079.74453008","91585321.76910828","1755245418409.5293","0.07888106815517941","0.13516573229313636","19165.138960090146"
"2022","1","Bottom 50%","Households","0.94811225","124658730.50718208","96025513.91338031","91680185.72175252","1750732157676.1484","0.07866290162100947","0.1310753155320721","19096.079964209326"
"2022","2","Bottom 50%","Households","0.9689795933333333","124787012.56698011","96124330.40927742","91774530.77965061","1747111825272.2336","0.07877599966453239","0.12757601784535125","19037.000902429292"
"2022","3","Bottom 50%","Households","0.9793790366666667","124966465.2876901","96262563.99448842","91906509.30693227","1759649563224.8398","0.07912795059300014","0.13403697388446317","19146.081996741814"
"2022","4","Bottom 50%","Households","0.98883921","125147287.72422339","96401852.68055145","92039495.19184868","1739743718311.4033","0.07863140529504387","0.11958829382553532","18902.14320151422"
"2023","1","Bottom 50%","Households","0.9986047966666667","125281436.00068116","96505187.96089876","92138154.55959411","1752163098133.7673","0.07868321428515435","0.12637322919174324","19016.69407759284"
"1976","1","Top 1%","Households","0.2358636666666667","1426915.986372211","1197760.8163840703","948071.7701647128","752757309564.2949","0.1127009467321507","0","793987.6845331182"
"1976","2","Top 1%","Households","0.23823825666666668","1434945.562430051","1204500.8938641725","953406.7862031301","751967253494.3644","0.11188626328113757","-0.006639416036832415","788716.0699673815"
"1976","3","Top 1%","Households","0.24131530999999998","1442008.884142479","1210429.8912674452","958099.8029126137","757269462913.1123","0.11186821565629543","-0.004535155739768868","790386.8267283019"
"1976","4","Top 1%","Households","0.24564456999999998","1448840.2611376818","1216164.1927960708","962638.7107685102","752354722475.4152","0.11086669189343762","-0.015659026523282618","781554.6103218542"
"1977","1","Top 1%","Households","0.24959966333333336","1456500.925373946","1222518.64381186","969586.0400454722","765089884547.1307","0.11146912058108657","-0.006169456251675029","789089.2122490223"
"1977","2","Top 1%","Households","0.25311956999999996","1464932.4963772588","1229482.0263654257","977979.0023407852","799249720537.3917","0.113599782949486","0.029293420166419254","817246.2993831091"
"1977","3","Top 1%","Households","0.25619661666666665","1472000.7696600684","1235301.0885144253","985465.1730347448","821892266564.3737","0.11469560068860371","0.05041241771673242","834014.5233477429"
"1977","4","Top 1%","Households","0.26173224","1478828.223096747","1240918.0186606748","992791.0025958527","821071808580.2189","0.11414453294896655","0.04162055644463564","827033.8937735744"
"1978","1","Top 1%","Households","0.2655422866666666","1486729.8021231124","1247159.7598445124","1000079.4407485183","818559225772.3419","0.11309858968481233","0.03086511280261476","818494.2039801198"
"1978","2","Top 1%","Households","0.2706198","1495315.1992041245","1253836.2924936034","1007450.2650655169","853626061841.4243","0.1144907574489352","0.067161832954596","847313.352769738"
"1978","3","Top 1%","Households","0.2752086233333333","1502736.9626710955","1259536.5435751618","1014038.8124283786","851570440256.881","0.11342320548090754","0.057674986514051056","839780.9135308884"
"1978","4","Top 1%","Households","0.2808435333333333","1509693.4452448525","1264846.7780285038","1020313.4983436409","856881755679.8722","0.11292520124650947","0.0577267740786975","839822.0322194296"
"1979","1","Top 1%","Households","0.28595920333333336","1517449.347329599","1270583.8168515356","1026835.1981248017","864847184204.5692","0.11321023127557477","0.060778875321644964","842245.3630182781"
"1979","2","Top 1%","Households","0.29296846","1525676.7083748162","1276593.677777306","1033529.9098306206","865834363120.3519","0.11400134876723433","0.05511063966547397","837744.8537142468"
"1979","3","Top 1%","Households","0.29936689","1533158.0095897361","1281978.9006063584","1039719.7073913974","873752140050.067","0.11482985209582741","0.058420420785508756","840372.7791620548"
"1979","4","Top 1%","Households","0.3049254433333333","1540256.649327389","1287044.3540374648","1045649.7416281188","879817120631.6293","0.11540452468365442","0.059723116784260954","841407.1037417544"
"1980","1","Top 1%","Households","0.31133151","1548321.0224498499","1293554.7912815176","1052476.5801011398","860644955633.1676","0.11330569275455747","0.029906551557785405","817733.1181568545"
"1980","2","Top 1%","Households","0.31873777666666664","1556524.4130280232","1300500.3100416537","1059518.7507745868","832892574119.8597","0.11190662138324575","-0.009928459746132602","786104.6097683061"
"1980","3","Top 1%","Households","0.32586158","1562910.3277222167","1305927.2080790307","1065322.3377249287","854232091163.6879","0.11414965625755903","0.009906303781776132","801853.1677350922"
"1980","4","Top 1%","Households","0.33435208666666666","1569206.6207034166","1311279.0392630862","1071061.9502456735","894974493198.3502","0.11695562149834218","0.052403541166065964","835595.4508448988"
"1981","1","Top 1%","Households","0.3431556433333333","1576760.6813768707","1317699.0200689493","1077449.5709796206","906098664021.3453","0.11754381694245203","0.059167805162830545","840966.1931532606"
"1981","2","Top 1%","Households","0.34995871666666667","1584778.3452762421","1324515.1270241493","1084050.3449736808","893177126012.5543","0.11612736134993884","0.037706110900485895","823925.872219744"
"1981","3","Top 1%","Households","0.35654041333333336","1591036.1793628596","1329860.4348540523","1089447.524018568","924803648154.2598","0.11845316514997573","0.06912738018017833","848873.9730602186"
"1981","4","Top 1%","Households","0.36270214666666667","1597007.2205833162","1334965.908960811","1094647.1692360875","896958557467.2681","0.11622540377412728","0.03201130122275345","819404.2634698643"
"1982","1","Top 1%","Households","0.36769568999999996","1603758.6818897612","1340064.2277616821","1100072.0203479875","871221848499.6488","0.11429039281331534","-0.0025437105084917277","791968.0097163583"
"1982","2","Top 1%","Households","0.37247540333333334","1611018.7231068506","1345257.4829594197","1105691.4095360264","888548382973.4468","0.11612864800758721","0.012123198430791007","803613.3547843174"
"1982","3","Top 1%","Households","0.37775905000000004","1617021.844415037","1349401.2153701866","1110448.0982361345","896586418993.0541","0.11802040321189168","0.0169043972179918","807409.5677386597"
"1982","4","Top 1%","Households","0.38166834000000005","1622644.5376287366","1353228.3225033723","1114942.9212076804","911128582934.9863","0.12059446396044017","0.029231976069146837","817197.5135265875"
"1983","1","Top 1%","Households","0.38454686666666665","1629390.430500186","1358399.4305162032","1120691.0410734036","942287066088.1401","0.12315211193849365","0.05896977248509188","840808.957646001"
"1983","2","Top 1%","Households","0.38741012333333336","1636543.1416230612","1364112.943620153","1126960.8067975054","984001643869.8724","0.12617268473768406","0.09969751905383958","873146.2868403727"
"1983","3","Top 1%","Households","0.39152559666666664","1642336.949664862","1368693.7020143177","1132295.1405024305","1010444345247.7067","0.12747253518819757","0.12392928724689596","892386.0123601208"
"1983","4","Top 1%","Households","0.3944957333333334","1647898.2601792805","1373080.8542257568","1137468.3510250077","1047174382139.7477","0.12860164613334898","0.15948710033421662","920618.4780403839"
"1984","1","Top 1%","Households","0.39848901999999997","1654149.2079877213","1378159.150417166","1142355.043753097","1096490197707.6646","0.1308716517620226","0.20889862564829187","959850.620613756"
"1984","2","Top 1%","Households","0.40189441","1660911.6785554446","1383721.8290451805","1147213.9875666567","1113855402116.002","0.13059399188116502","0.22284275762901998","970922.0896779586"
"1984","3","Top 1%","Households","0.4054677466666667","1665992.47230882","1387883.5273218183","1150911.267873653","1122136623720.2878","0.1302372425224188","0.2279767063745031","974998.3817548965"
"1984","4","Top 1%","Households","0.40849897333333335","1670757.9635023195","1391782.6718706032","1154390.430988074","1141226981142.584","0.1312902735963621","0.24510376534231143","988597.0556476087"
"1985","1","Top 1%","Households","0.41253808333333336","1676668.0246931023","1396694.333375407","1159401.250687993","1153939760463.8508","0.1319924298045185","0.2535325253975844","995289.3873273802"
"1985","2","Top 1%","Households","0.4151951866666666","1682894.3777443964","1401898.9608756378","1165000.8152868636","1167939655407.2375","0.13258683806036853","0.2626425161361618","1002522.6077800214"
"1985","3","Top 1%","Households","0.4176995833333333","1687866.8263535246","1406059.030865099","1169731.013619974","1197625037245.2878","0.13435305867112973","0.28949925567343454","1023846.5282193297"
"1985","4","Top 1%","Households","0.4200360166666666","1692469.0991905674","1409910.69597925","1174202.271284286","1201776280472.3826","0.13414769696660442","0.2890416374938627","1023483.1850205311"
"1986","1","Top 1%","Households","0.42212805999999997","1697890.14301651","1413951.8771760091","1179917.2070033103","1213913570493.8938","0.13435871596193544","0.2957537240980849","1028812.4991218033"
"1986","2","Top 1%","Households","0.42372385999999995","1703559.3737269212","1417953.7268682069","1186142.348173641","1215231195201.6892","0.13462826840306732","0.29035239333672225","1024523.9090171915"
"1986","3","Top 1%","Households","0.42546470999999997","1708076.6099035554","1420997.4242323227","1191563.137849315","1218705980779.0315","0.134236524801723","0.28815497994368","1022779.1898452878"
"1986","4","Top 1%","Households","0.42777825666666663","1712405.9030688729","1423885.9625749632","1196849.0183858417","1216920001033.7893","0.13326493190696476","0.28058642881146656","1016769.8534565511"
"1987","1","Top 1%","Households","0.4304964333333334","1717337.3576802397","1427166.2314732724","1202629.8956019536","1262499520276.6687","0.136726003654306","0.32216440200995494","1049782.252123999"
"1987","2","Top 1%","Households","0.4334818466666667","1722549.439908489","1430624.8394922658","1208645.5684843985","1329515180646.239","0.141450589789528","0.3854171847434523","1100004.1826268448"
"1987","3","Top 1%","Households","0.43675742666666667","1726783.023517169","1433271.0949690633","1213973.8139656654","1394678582360.8274","0.1461347488496389","0.44694174542350223","1148853.926103115"
"1987","4","Top 1%","Households","0.4402391433333333","1730670.8188360035","1435631.2416103913","1219056.5213022141","1444297247737.039","0.14919481366297815","0.49217230594602623","1184766.434122529"
"1988","1","Top 1%","Households","0.44369034999999996","1735538.0563823031","1439051.4837939888","1223804.7583664774","1489117458843.7517","0.15181603058708681","0.5325090638972486","1216793.323169793"
"1988","2","Top 1%","Households","0.4480119166666667","1740856.027075163","1442968.753257287","1228359.7620608732","1522890701075.5837","0.15353326523904456","0.561454692024341","1239775.7954237796"
"1988","3","Top 1%","Households","0.45336428333333334","1745150.1033154486","1446037.168672908","1232192.5662468665","1558917489342.667","0.15577485757777593","0.5934218889845624","1265157.35611924"
"1988","4","Top 1%","Households","0.45728125999999997","1749423.772073907","1449088.7595930367","1236010.822703572","1638207135636.996","0.16129581023366688","0.6692937739877101","1325398.6984140521"
"1989","1","Top 1%","Households","0.46205332000000005","1754660.009361445","1453061.5760688812","1240950.580768745","1629805647737.2239","0.1595143849740054","0.6541221057387173","1313352.5806705297"
"1989","2","Top 1%","Households","0.46697051333333334","1760282.8390020027","1457416.1733911454","1246385.9344342684","1603991393245.4094","0.15748563750213784","0.6208235123251822","1286913.9075879073"
"1989","3","Top 1%","Households","0.4703835166666666","1764842.1112513542","1460889.942039486","1251069.4781639979","1604590793350.6125","0.15693946974117737","0.6153591682285412","1282575.285671123"
"1989","4","Top 1%","Households","0.47373542333333335","1770240.72072206","1465058.2182466986","1256349.326786981","1585958460404.7517","0.15493970803359353","0.589892023484156","1262354.686383859"
"1990","1","Top 1%","Households","0.4788434733333333","1777099.434204106","1470247.7948295742","1262329.8468560192","1607130442288.6191","0.15540605298076063","0.6034835558999069","1273146.1957358976"
"1990","2","Top 1%","Households","0.48420349","1784491.2730596222","1475784.3172346083","1268521.8903370097","1631286077726.241","0.15674713750606512","0.6196396402353025","1285973.9277284804"
"1990","3","Top 1%","Households","0.48835712666666664","1791184.4926366664","1480742.3010125516","1274218.5784562526","1617077338940.672","0.15581491385081703","0.5983544408716815","1269073.7415709333"
"1990","4","Top 1%","Households","0.49199152999999995","1797573.6613117459","1485448.4219520753","1279699.7998829228","1621210164815.322","0.15650898168438523","0.5955758333399765","1266867.5614106085"
"1991","1","Top 1%","Households","0.49680947000000003","1804690.6909077198","1490687.1905227334","1285751.77848264","1624503544409.61","0.1576236803045874","0.591291574658818","1263465.9127804146"
"1991","2","Top 1%","Households","0.5004591233333333","1811929.3286223032","1495991.7985408895","1291916.9660376024","1603207403368.888","0.15549756533183318","0.5629365299292317","1240952.3564707371"
"1991","3","Top 1%","Households","0.5043684633333333","1817853.3377282333","1500211.0163850642","1297144.7941768675","1579730514597.1516","0.15287414981606484","0.5338425595764557","1217852.1023164613"
"1991","4","Top 1%","Households","0.5073615333333333","1823919.2809010819","1504547.753187136","1302473.3233714057","1572653110280.8662","0.15135092368868996","0.5207237722191442","1207435.9467187473"
"1992","1","Top 1%","Households","0.5092474666666668","1830636.8910585225","1509657.50792754","1308723.6881653073","1618812789453.153","0.1527722746067036","0.5578832123168638","1236940.0845204827"
"1992","2","Top 1%","Households","0.5123092533333332","1837210.9543782638","1514766.4236627528","1315100.3059478693","1658582798384.7727","0.15508061369236625","0.5884169468117739","1261183.4936722454"
"1992","3","Top 1%","Households","0.5148136600000001","1842697.1888789106","1518978.4967894952","1320697.8938980463","1677024995169.175","0.1564128335667977","0.5992718174578604","1269802.127282438"
"1992","4","Top 1%","Households","0.51835642","1847788.2116144246","1522865.0821749803","1326010.6419201447","1734850766745.664","0.1614244309109907","0.6477880413056607","1308323.4115176436"
"1993","1","Top 1%","Households","0.52126547","1853487.270647769","1527205.059399319","1330924.0838129828","1734798020996.824","0.16079657433672845","0.6416549024313264","1303453.774783891"
"1993","2","Top 1%","Households","0.5243655233333333","1859213.319249564","1531543.3174142744","1335439.6001003273","1747516488317.6885","0.16007880411351016","0.6480988852317827","1308570.2177667962"
"1993","3","Top 1%","Households","0.5274807","1864009.2975784643","1535115.5860709862","1339286.8926653916","1740586419035.5176","0.15906877809999598","0.6368474491093633","1299636.7160522842"
"1993","4","Top 1%","Households","0.5303591866666667","1868882.2970423093","1538751.592531693","1343189.2029401201","1766389116219.2957","0.15939556795036786","0.6562863465566509","1315070.961226333"
"1994","1","Top 1%","Households","0.5328941133333334","1874490.0412366863","1543150.5298547212","1347944.7660883141","1793764686662.755","0.1598877122578189","0.6760215831626846","1330740.496042871"
"1994","2","Top 1%","Households","0.53546721","1880330.2312715824","1547819.6779844705","1353030.5161392943","1816989519255.8467","0.15944036792936062","0.6913405619175467","1342903.576513856"
"1994","3","Top 1%","Households","0.5385366699999999","1885482.4567097782","1551922.4778429985","1357621.4805008043","1834536689742.996","0.15948682996459337","0.7018995945274793","1351287.318366726"
"1994","4","Top 1%","Households","0.54146097","1890591.9378804744","1555990.101561383","1362181.6226059527","1841032861511.4285","0.1581505713201956","0.7022085103368514","1351532.593714925"
"1995","1","Top 1%","Households","0.54440063","1896348.373908031","1560740.2925212027","1366909.2698771753","1839273660867.9924","0.157302637360129","0.6947002623863918","1345571.137309839"
"1995","2","Top 1%","Households","0.5470118733333333","1902288.7084716463","1565716.9223481147","1371620.297241354","1859542589895.3828","0.1581690820285186","0.7074911456242322","1355726.9410749853"
"1995","3","Top 1%","Households","0.5497072133333333","1906957.1031078482","1569646.6463349303","1375414.1491751669","1890972668345.084","0.15910533858550113","0.7315618061600767","1374838.7490990234"
"1995","4","Top 1%","Households","0.55235668","1911877.848651172","1573784.0356899546","1379389.7608859588","1923477381363.132","0.16051900208954265","0.7562499285971068","1394440.814268271"
"1996","1","Top 1%","Households","0.5550137799999999","1917741.2837999084","1578882.284103533","1385330.295156503","1982589700470.5442","0.16332639575079555","0.8024604653347416","1431131.4113336182"
"1996","2","Top 1%","Households","0.5573119733333334","1924162.0220098265","1584532.0397816934","1392317.3797265592","2035073021422.9807","0.16526187255376493","0.8408906270110456","1461644.48641922"
"1996","3","Top 1%","Households","0.55913687","1929675.1247230961","1589434.570879379","1398649.064453669","2067906947686.6633","0.16643522651932016","0.8621234402107735","1478503.0786077962"
"1996","4","Top 1%","Households","0.5621223066666667","1935206.3512473588","1594352.1072347949","1404994.4138258013","2121948900846.89","0.16840231517049728","0.902157866441708","1510289.919992508"
"1997","1","Top 1%","Households","0.56547417","1941651.2494778626","1600334.7548145193","1410668.056168518","2161941262253.2617","0.16981354537292925","0.9302132484488678","1532565.547791065"
"1997","2","Top 1%","Households","0.5666194966666667","1948354.8687468746","1606687.1370889237","1415862.080365901","2205847751921.5444","0.1708764594519713","0.9621889118688267","1557953.8307512884"
"1997","3","Top 1%","Households","0.5690780666666666","1953872.2542337226","1612061.383839859","1420194.1041176242","2264933877062.815","0.17271409756188125","1.0086027646163975","1594805.858224593"
"1997","4","Top 1%","Households","0.5709487400000001","1959153.6141168948","1617240.4436720454","1424354.3945918072","2304002119425.3325","0.1734475750696243","1.0372815315580706","1617576.4459838772"
"1998","1","Top 1%","Households","0.57178863","1965366.7677522376","1622904.8729975335","1429714.8770909107","2312421866237.8726","0.17226995866553735","1.037060206040217","1617400.7162484282"
"1998","2","Top 1%","Households","0.5731324566666666","1971874.8358169554","1628671.1878637122","1435551.6582899156","2368320213046.365","0.1739744581209199","1.0778195597683435","1649763.14113809"
"1998","3","Top 1%","Households","0.57559864","1977590.9153384778","1633783.40458354","1440811.9864911314","2424314927670.099","0.1759012158847292","1.1191805369155987","1682603.2476132663"
"1998","4","Top 1%","Households","0.5771792366666667","1983122.8190672707","1638743.3614714444","1445937.8388478828","2449183331745.0083","0.17604387641034325","1.1333293383809626","1693837.2217276692"
"1999","1","Top 1%","Households","0.5790269366666666","1990021.2485769668","1645064.3755008343","1452372.198417535","2512324317432.4185","0.17772723273001156","1.1786326549106725","1729807.4971207643"
"1999","2","Top 1%","Households","0.58121828","1997262.33815619","1651785.0875683522","1459213.8340253097","2528319417614.056","0.17811219941087283","1.1822235365496006","1732658.6129186896"
"1999","3","Top 1%","Households","0.58328746","2003568.632096206","1657733.1050327339","1465373.361311079","2552673610782.1724","0.17826852099322482","1.1939828588943222","1741995.370038854"
"1999","4","Top 1%","Households","0.5865095833333333","2009461.112374225","1663338.6900866453","1471230.1373472328","2619021698328.6533","0.18011571522118366","1.242047027238255","1780157.727771263"
"2000","1","Top 1%","Households","0.59040364","2015900.415912817","1669607.708116182","1476870.4880786135","2687553498928.4883","0.18131363564995098","1.2919278388726634","1819762.4779034993"
"2000","2","Top 1%","Households","0.5940838466666667","2022638.8037947686","1676230.318160609","1482421.9046493943","2748747368566.63","0.18428835722897405","1.335335261435043","1854227.436835354"
"2000","3","Top 1%","Households","0.59756557","2028569.3649922237","1682183.7460551641","1487381.4244056332","2793636617418.9937","0.1857632993041191","1.3655590579094872","1878224.759015898"
"2000","4","Top 1%","Households","0.6008106066666666","2034265.3944695422","1687942.5195350535","1492168.8809195596","2817767546464.656","0.18697251178022442","1.378337141421614","1888370.3999564624"
"2001","1","Top 1%","Households","0.6047504533333333","2040661.1884985643","1693509.5938427325","1496486.6956408033","2827335991662.98","0.18594912569403113","1.3795278679023533","1889315.8221178171"
"2001","2","Top 1%","Households","0.6084077733333334","2047352.5918801362","1698935.7740406226","1500529.0993979739","2816901994470.895","0.18586665753272286","1.3643597044656302","1877272.4871520733"
"2001","3","Top 1%","Households","0.6107976633333334","2053148.9922461302","1703619.157625094","1503914.8324210849","2745580454023.291","0.18301141247048275","1.2993080808034239","1825622.2991053984"
"2001","4","Top 1%","Households","0.6126988733333333","2058502.4124288533","1707934.9441555124","1506975.8801748322","2705067261096.666","0.1810357898390013","1.2607784291464261","1795030.230200391"
"2002","1","Top 1%","Households","0.6146763566666666","2064535.8286141828","1713142.1147788875","1511659.1460082438","2718799232209.155","0.18030158567808688","1.2652153525393786","1798553.0927316123"
"2002","2","Top 1%","Households","0.6168066466666667","2070642.9364119284","1718574.0077232535","1516958.533403011","2710893592284.0015","0.17833468491090176","1.2507382702813898","1787058.467710796"
"2002","3","Top 1%","Households","0.6197768266666667","2075783.4442197941","1723203.4704926873","1521549.3773209054","2710625715030.1924","0.1776713359037611","1.2437255696849308","1781490.4698018895"
"2002","4","Top 1%","Households","0.6233348666666666","2080899.477273902","1727812.2869875717","1526121.5342615948","2741299687137.196","0.1780042338458054","1.2623178900414025","1796252.5431918225"
"2003","1","Top 1%","Households","0.62644247","2086848.3000625607","1732820.0709689865","1530642.1692807113","2707393333794.018","0.17631538381127435","1.2277369849132562","1768795.7304000666"
"2003","2","Top 1%","Households","0.6286033000000001","2093232.5019267413","1738043.1943255647","1535151.1794491336","2739480469300.647","0.1765920619271139","1.247518585559488","1784502.0776935266"
"2003","3","Top 1%","Households","0.6321765966666666","2098591.382070793","1742414.9938562133","1538908.2693293288","2792475159511.019","0.17772500626205903","1.2854031361970568","1814581.9443338276"
"2003","4","Top 1%","Households","0.6360706666666667","2104120.2863667593","1746928.0002957506","1542790.1288353838","2842394149103.395","0.17910164239575452","1.320404413588062","1842372.527525213"
"2004","1","Top 1%","Households","0.64056784","2110524.2740136962","1752160.361564716","1547636.0311351928","2950577866302.5894","0.1840088325332762","1.4011786982271637","1906506.3147556323"
"2004","2","Top 1%","Households","0.6457140633333334","2117301.6674558646","1757699.0838520953","1552917.0896658634","2994274671346.8223","0.18505946084041636","1.4284524323877543","1928161.3237903714"
"2004","3","Top 1%","Households","0.6498601066666666","2123263.1808692026","1762560.4601641435","1557599.8695415624","3047542094705.517","0.18592752516693622","1.464223215666176","1956562.8851795418"
"2004","4","Top 1%","Households","0.6548841166666667","2128675.5002292893","1766965.9536739457","1561879.7171022634","3073948144985.054","0.18704353209992808","1.478764032193346","1968108.1144251705"
"2005","1","Top 1%","Households","0.6600991466666667","2135140.006863544","1772282.3441770636","1567905.3539612126","3132284128144.83","0.18880780632177033","1.5160979306159459","1997750.7699883252"
"2005","2","Top 1%","Households","0.6649017533333333","2142141.195108725","1778062.9373754822","1574812.8979927422","3204433791976.5884","0.1915027678061389","1.5627637577443017","2034802.8620167908"
"2005","3","Top 1%","Households","0.6709489599999999","2148245.9515147214","1783099.4429575119","1581062.2104411551","3263270351073.721","0.19352701698942554","1.5995030443855824","2063973.4031485002"
"2005","4","Top 1%","Households","0.6763776933333333","2154076.8930697856","1787908.6769353275","1587109.9227002927","3359928254216.312","0.1967579864907901","1.6663013389880126","2117010.426410645"
"2006","1","Top 1%","Households","0.68114213","2160578.582732798","1793337.468802102","1592495.365700869","3452649173890.9175","0.19892050544490456","1.730615230606843","2168074.864300394"
"2006","2","Top 1%","Households","0.6871816900000001","2167342.623967222","1799015.4402340532","1597495.9835487546","3491432501598.6367","0.20064830577116524","1.75264439101397","2185565.746364257"
"2006","3","Top 1%","Households","0.6919767033333333","2173145.1547789066","1803895.2924668875","1601787.892650144","3525531347094.2046","0.2022037948621936","1.772080307587425","2200997.6247611935"
"2006","4","Top 1%","Households","0.6945651333333333","2178602.476641717","1808488.5459400385","1605825.3438303473","3516562077988.3696","0.20154430680709237","1.7580759061066686","2189878.3024562155"
"2007","1","Top 1%","Households","0.7012230566666666","2184855.9721019035","1813299.1800528876","1611009.8943547222","3474217071854.274","0.19944684994719095","1.7160951254047399","2156546.0795917986"
"2007","2","Top 1%","Households","0.7059112166666667","2191601.3423797633","1818296.262836742","1616837.2885567762","3551361476392.3267","0.20258228954359164","1.7663988574418175","2196486.6233152924"
"2007","3","Top 1%","Households","0.7095761499999999","2197602.9847338814","1822676.354957573","1622115.921074237","3528355604012.0977","0.20257543608719814","1.7395340063082085","2175156.2623683913"
"2007","4","Top 1%","Households","0.7125845166666668","2203344.6941397833","1826841.1565584235","1627202.2652839553","3542120299072.2896","0.20286427374328939","1.7416246769167083","2176816.2290839553"
"2008","1","Top 1%","Households","0.7150889433333334","2209782.013856945","1831369.9426857003","1633135.7238928217","3486516516974.5073","0.20037208658598882","1.688782556221488","2134860.236027338"
"2008","2","Top 1%","Households","0.7187156666666666","2216569.1836933275","1836081.887906461","1639495.0157792168","3464995461096.5903","0.19946149905810998","1.661820731107174","2113452.878934037"
"2008","3","Top 1%","Households","0.7241367933333334","2222505.0242103776","1840088.4431660678","1645224.8973945586","3415277038765.4336","0.19757880925834884","1.6144894820985736","2075872.4501276375"
